"STN","WBAN","DAYOFMONTH","TEMP","DEWP","STP","WDSP"
720110,53983,21,45.77125,15.7,985.3,8.4
720110,53983,22,34.5033333333333,3.6,992.1,6.7
720110,53983,23,50.4608333333333,30.6,978.2,4.7
720110,53983,24,57.34,39.4,977.5,4.5
720110,53983,25,59.6554166666667,33.8,981.5,4
720110,53983,26,73.9029166666667,61.2,974,8.9
720110,53983,27,66.5608333333333,48.7,972.7,10.9
720110,53983,28,43.3425,17.8,985,3.1
720110,53983,29,44.4970833333333,23.6,987.6,1.2
720110,53983,30,53.321278083901,24.3,982.9,1.9
720110,53983,31,50.34125,31,983.1,5.6
720110,99999,1,52.6083333333333,24.8,980.389514514515,9.8
720110,99999,2,58.4860919880961,22,980.389514514515,4.5
720110,99999,3,66.6641666666667,42.9,980.389514514515,6
720110,99999,4,43.0829166666667,20.1,980.389514514515,8.5
720110,99999,5,38.9333333333333,15.5,980.389514514515,3.2
720110,99999,6,55.7984058922911,19.5,980.389514514515,1.7
720110,99999,7,50.8670833333333,25.7,980.389514514515,3.3
720110,99999,8,63.2083333333333,49.2,980.389514514515,8.3
720110,99999,9,55.0408333333333,53.5,980.389514514515,7.1
720110,99999,10,38.0970833333333,21.6,980.389514514515,15.3
720110,99999,11,50.35125,19.3,980.389514514515,6.2
720110,99999,12,48.0504166666667,27.8,980.389514514515,2.6
720110,99999,13,57.13,38.8,980.389514514515,9.9
720110,99999,14,67.7779166666667,50.2,980.389514514515,7.3
720110,99999,15,50.85875,25.6,980.389514514515,9.4
720110,99999,16,37.4895833333333,21.3,980.389514514515,4.5
720110,99999,17,46.1833333333333,37.9,980.389514514515,4.4
720110,99999,18,60.8345833333333,53.2,980.389514514515,4.8
720110,99999,19,65.63875,56.4,980.389514514515,5.6
720110,99999,20,64.9366666666667,50.3,980.389514514515,3.6
720110,99999,21,48.2104166666667,15.7,980.389514514515,8.4
720110,99999,22,35.18375,3.6,980.389514514515,6.7
720110,99999,23,48.4754166666667,30.6,980.389514514515,4.7
720110,99999,24,59.25875,39.4,980.389514514515,4.5
720110,99999,25,54.3270833333333,33.8,980.389514514515,4
720110,99999,26,70.6595833333333,61.2,980.389514514515,8.9
720110,99999,27,67.7241666666667,48.7,980.389514514515,10.9
720110,99999,28,42.8541666666667,17.8,980.389514514515,3.1
720110,99999,29,42.5525,23.6,980.389514514515,1.2
720110,99999,30,53.4498419880961,24.3,980.389514514515,1.9
720110,99999,31,53.44375,31,980.389514514515,5.6
720151,3049,1,41.5908333333333,24.3,872.4,4
720151,3049,2,60.2291666666667,20.2,872.2,9.3
720151,3049,3,61.53875,11.3,868.1,12.2
720151,3049,4,36.5229166666667,22.3,874.4,2.8
720151,3049,5,35.515,14.2,875,4.1
720151,3049,6,53.99375,15.7,872.3,8.4
720151,3049,7,59.3704166666667,9.9,872.2,8.4
720151,3049,8,62.48125,21.6,864.4,9.2
720151,3049,9,48.8891666666667,26.5,862.2,9.4
720151,3049,10,37.1779166666667,24.1,875.2,8.8
720151,3049,11,46.8545833333333,24.6,874.1,5.5
720151,3049,12,51.0604166666667,25,872.4,6.4
720151,3049,13,59.2525,21,864.1,10.4
720151,3049,14,64.77,22.6,860.1,19.6
720151,3049,15,47.1104166666667,22.4,869.9,4.5
720151,3049,16,55.1865531298195,16.1,868.8,5.4
720151,3049,17,64.6695833333333,15,868.4,5.5
720151,3049,18,61.9945833333333,26.5,868.4,9.8
720151,3049,19,60.2379166666667,28.2,871.1,9.5
720151,3049,20,60.1775,24.9,869.6,8
720151,3049,21,46.2533333333333,7.8,872.1,6.1
720151,3049,22,38.0620833333333,15.5,871.7,7.1
720151,3049,23,55.24125,29.3,862.3,13.7
720151,3049,24,57.7404166666667,23.6,867.6,7.9
720151,3049,25,54.52375,27.5,869,8.8
720151,3049,26,65.8591666666667,29.2,863.7,15.8
720151,3049,27,50.2416666666667,21.1,865.5,11.3
720151,3049,28,46.8404166666667,-3.7,872.7,10.4
720151,3049,29,52.80625,-3.6,875.9,7
720151,3049,30,52.7333333333333,1.5,873.1,9.7
720151,3049,31,45.8795833333333,13.6,874.2,4.8
720261,53976,1,44.8366666666667,22.6,986.9,10.9
720261,53976,2,46.7370833333333,22.5,988.4,5.7
720261,53976,3,57.5870833333333,34.8,980.4,11.7
720261,53976,4,36.9675,17.9,997.6,9.9
720261,53976,5,37.98875,17.8,1000.6,3.2
720261,53976,6,43.7679166666667,20.5,990.9,1.6
720261,53976,7,47.7541666666667,25.3,991.8,3.2
720261,53976,8,63.7108333333333,43.2,980.3,11.3
720261,53976,9,50.3941666666667,45.4,977.4,11.2
720261,53976,10,36.41875,19.6,992.8,14.7
720261,53976,11,41.9975,21.7,991.2,6.9
720261,53976,12,47.0741666666667,30.5,993.2,3
720261,53976,13,58.27125,35.6,983.5,12
720261,53976,14,69.9566666666667,48.7,975,12.1
720261,53976,15,52.4336364631528,11.5,994.4,12.4
720261,53976,16,27.1316666666667,17.4,995,4.8
720261,53976,17,39.6058333333333,32.6,988.7,4.6
720261,53976,18,52.57,46.8,982.7,4.5
720261,53976,19,57.8795833333333,47.8,985.8,5.9
720261,53976,20,48.8295833333333,33,984.2,4.9
720261,53976,21,27.3933333333333,11.6,997.9,9.7
720261,53976,22,28.4516666666667,2.3,1001.9,4.4
720261,53976,23,38.0579166666667,23.1,986,8.4
720261,53976,24,46.6875,37.1,987.4,5.8
720261,53976,25,44.58,33.3,990.3,3.7
720261,53976,26,69.8233333333333,59.4,980.4,12.5
720261,53976,27,64.5725,45.3,979.3,15
720261,53976,28,43.46625,20.7,992.8,4.2
720261,53976,29,50.8691666666667,20.2,994.9,1.6
720261,53976,30,51.69125,22.8,988.8,5.1
720261,53976,31,47.6241666666667,24,993.9,8.3
720269,12982,1,56.40625,28.6,1015.9,6
720269,12982,2,59.0583333333333,33.7,1019.4,4.4
720269,12982,3,72.0029166666667,57.7,1010.6,10.1
720269,12982,4,60.3875,39,1017.4,8.1
720269,12982,5,48.0225,31.5,1023.2,4.7
720269,12982,6,57.58375,31.5,1018.9,0.8
720269,12982,7,58.0366666666667,41,1018.7,2.7
720269,12982,8,68.12125,58.1,1010.2,8
720269,12982,9,80.855,60.7,1000.4,11.8
720269,12982,10,57.2991666666667,35.8,1015.9,13.8
720269,12982,11,51.4320833333333,25.6,1018.5,6.4
720269,12982,12,52.5883333333333,33.6,1020.1,2.8
720269,12982,13,63.33625,47,1013.7,8.3
720269,12982,14,72.1816666666667,58.3,1005.1,11
720269,12982,15,64.0345833333333,60.4,1010.9,6.8
720269,12982,16,40.67875,34,1019.1,6.5
720269,12982,17,50.2775,43.3,1015.8,1.8
720269,12982,18,66.54875,58.9,1014.6,2.3
720269,12982,19,77.1508333333333,67.8,1013.2,7.1
720269,12982,20,77.5475,66.2,1011.2,6.8
720269,12982,21,66.0795833333333,50.4,1013.4,6.2
720269,12982,22,47.3066666666667,19.5,1024.9,8.7
720269,12982,23,51.44875,41.1,1013.9,5.5
720269,12982,24,63.7329166666667,59.5,1010.4,6
720269,12982,25,73.85875,61.1,1014.8,4.1
720269,12982,26,80.4295833333333,67.6,1009.2,13.5
720269,12982,27,83.9916666666667,65.7,1005.9,15.3
720269,12982,28,70.1554166666667,20.5,1017.4,8.4
720269,12982,29,57.745,29.2,1022,3.9
720269,12982,30,63.1641666666667,41.2,1018.7,1.9
720269,12982,31,69.5920833333333,62.4,1015.2,3.4
720271,3044,1,53.3429166666667,25.5,930.7,10.6
720271,3044,2,66.175,24.9,927.4,10.1
720271,3044,3,56.8325,28.2,923.2,12.7
720271,3044,4,37.72,15.3,936.3,8.1
720271,3044,5,37.7375,11.8,937.7,8.5
720271,3044,6,40.745,15.6,929.9,5.1
720271,3044,7,54.0504166666667,20.5,930.4,6.2
720271,3044,8,59.1770833333333,41,920,15.4
720271,3044,9,48.7633333333333,30.7,919.4,11.5
720271,3044,10,38.7725,17.5,934.8,10.2
720271,3044,11,45.3654166666667,21.7,932.1,1.2
720271,3044,12,51.1358333333333,25.2,931.8,8
720271,3044,13,56.0558333333333,30.3,921.1,18.8
720271,3044,14,55.9045833333333,35.5,915.6,16.5
720271,3044,15,57.836278083901,8,931.7,12.5
720271,3044,16,37.5995833333333,10.1,930.6,7.2
720271,3044,17,52.6891666666667,25.8,926.2,4.1
720271,3044,18,58.2458333333333,42.6,926.6,10.2
720271,3044,19,54.7158333333333,38.7,928.5,6.2
720271,3044,20,59.1891666666667,30.7,925.8,6.3
720271,3044,21,39.1075,7,933.8,13.4
720271,3044,22,34.2733333333333,3,935.9,10.2
720271,3044,23,58.1654166666667,34.8,920.7,17.4
720271,3044,24,49.4075,26.2,925.7,6.4
720271,3044,25,58.2041666666667,30.6,927.2,12.1
720271,3044,26,66.02375,48.9,919.9,14
720271,3044,27,55.8466666666667,26.1,922.4,15.5
720271,3044,28,42.1429166666667,0.7,931.8,4.4
720271,3044,29,50.3458333333333,5.9,934.8,4.5
720271,3044,30,54.8191666666667,15.2,930,8.1
720271,3044,31,50.0091666666667,19,933.3,11.9
720273,12981,1,55.4770833333333,33.6,1016.3,6.9
720273,12981,2,53.355,34.9,1022.7,5.8
720273,12981,3,69.82875,63,1014.6,10.7
720273,12981,4,58.6170833333333,43.9,1019.5,11.9
720273,12981,5,47.8045833333333,31.4,1026,6.7
720273,12981,6,49.43375,32.7,1021.1,2.1
720273,12981,7,52.83875,40,1022.4,3.6
720273,12981,8,57.295,56.4,1014.5,7.7
720273,12981,9,74.51625,70,1005.2,10.8
720273,12981,10,48.8525,35.5,1014.9,16
720273,12981,11,48.1220833333333,28.6,1018.7,10.2
720273,12981,12,47.06,28.5,1023.2,3.5
720273,12981,13,58.2370833333333,50.4,1017.9,9.6
720273,12981,14,69.6745833333333,63.3,1010,10.2
720273,12981,15,55.01875,57.3,1015.3,8.7
720273,12981,16,39.6625,37.2,1022.1,9.6
720273,12981,17,58.6533333333333,49.2,1017.5,4.3
720273,12981,18,71.3991666666667,68.2,1017.7,8.2
720273,12981,19,72.1141666666667,68,1016.9,6.9
720273,12981,20,68.6404166666667,66.3,1013.6,5.5
720273,12981,21,59.3829166666667,45.6,1018.9,10.6
720273,12981,22,44.4041666666667,18.8,1028.2,11.1
720273,12981,23,52.0020833333333,53.3,1017.3,10.1
720273,12981,24,64.72625,63.4,1011.7,4.6
720273,12981,25,52.7155337006812,34.4415589660743,980.389514514515,8.36099980548531
720273,12981,26,75.1125,61.8,1013.5,15
720273,12981,27,66.6979166666667,67.6,1011.6,11.7
720273,12981,28,55.5145833333333,16.5,1020.8,9
720273,12981,29,54.5658333333333,29,1024.5,5.2
720273,12981,30,56.5058333333333,29.1,1021.4,2.6
720273,12981,31,66.40125,40.9,1018.6,5.7
720276,12983,1,52.4895833333333,36.9,1017.6,4.3
720276,12983,2,58.49125,39,1021,3.9
720276,12983,3,72.8020833333333,61.1,1013,12.5
720276,12983,4,61.855,42.5,1018.9,8.8
720276,12983,5,50.8058333333333,38.5,1023.7,5.1
720276,12983,6,62.36125,37.8,1020.1,1.1
720276,12983,7,64.54375,48.3,1019.3,3.3
720276,12983,8,70.7858333333333,60.2,1012.2,8.5
720276,12983,9,80.1425,64.5,1002.1,11.3
720276,12983,10,63.25375,38.8,1015.5,16.6
720276,12983,11,54.5858333333333,25.5,1020.1,4.2
720276,12983,12,53.5408333333333,35.7,1021.2,1.3
720276,12983,13,65.9383333333333,47.1,1015,6.4
720276,12983,14,73.8820833333333,60.1,1007.3,13.8
720276,12983,15,64.6116666666667,64.9,1010.4,8.1
720276,12983,16,45.7716666666667,38.2,1020.6,7.7
720276,12983,17,48.4633333333333,45.6,980.389514514515,2.4
720276,12983,18,69.37125,60.9,980.389514514515,1.8
720276,12983,19,78.4025,69.2,1013.6,9.5
720276,12983,20,78.31625,67.5,1013.1,7.2
720276,12983,21,66.1295833333333,58.4,1016.4,7.3
720276,12983,22,48.9879166666667,24.2,1025.4,11.8
720276,12983,23,53.7270833333333,42.1,1014,4.4
720276,12983,24,68.8166666666667,63.4,1010.2,7.9
720276,12983,25,71.2670833333333,62.2,1015.6,4
720276,12983,26,79.8929166666667,69,1011.2,12.3
720276,12983,27,81.1866666666667,68,1007.4,15.1
720276,12983,28,71.5075,30,1017.9,8.8
720276,12983,29,59.1529166666667,30.2,1022.9,1.3
720276,12983,30,60.5704166666667,45,1019.9,0
720276,12983,31,71.955,63.1,1016.2,1.3
720281,53969,1,42.765,20.4,972.7,12.4
720281,53969,2,48.53125,22.7,970.4,7.5
720281,53969,3,51.1504166666667,29.7,964.9,15
720281,53969,4,32.45375,14.3,983.8,8.5
720281,53969,5,35.3091666666667,16.5,985.5,5.5
720281,53969,6,50.18375,17.3,974.8,3.7
720281,53969,7,55.4908333333333,23.5,975.1,6.5
720281,53969,8,63.3604166666667,35.5,961.7,14.7
720281,53969,9,50.3808333333333,35.9,963.5,15.2
720281,53969,10,31.7845833333333,16.3,979.8,13.5
720281,53969,11,40.2033333333333,19.9,976.3,4
720281,53969,12,47.76,28.9,977.7,6.7
720281,53969,13,59.59375,32.6,964.6,17.9
720281,53969,14,60.0008333333333,38,957.1,14.7
720281,53969,15,29.87625,2.7,981.6,15.6
720281,53969,16,23.1695833333333,8.6,979.1,6
720281,53969,17,35.6691666666667,25,973,5.9
720281,53969,18,53.215,40,972.2,5.1
720281,53969,19,53.2333333333333,36.5,970.5,6.4
720281,53969,20,45.1191666666667,24.9,969.3,10
720281,53969,21,25.6029166666667,5.5,983.8,9.3
720281,53969,22,29.0441666666667,2.8,985,6
720281,53969,23,47.5008333333333,21.8,966.4,15.2
720281,53969,24,42.0579166666667,28.1,969.8,7.5
720281,53969,25,52.8033333333333,27.4,973.4,7
720281,53969,26,62.9429166666667,51,963,11.6
720281,53969,27,54.18625,37.7,963.1,16
720281,53969,28,42.51875,13.6,976.2,6.8
720281,53969,29,48.0579166666667,11.8,978.7,4.3
720281,53969,30,54.3725,17.3,971.8,9.7
720281,53969,31,44.4816666666667,23,981,9.6
720286,53977,1,44.4525,23.5,989.9,10.7
720286,53977,2,52.9120833333333,24.1,992,6.2
720286,53977,3,62.11875,39.6,983.8,10.8
720286,53977,4,40.6183333333333,20.3,999.6,9.7
720286,53977,5,36.7704166666667,20.7,1002.8,3
720286,53977,6,42.5570833333333,22.8,994,1.3
720286,53977,7,50.2041666666667,29.2,994.9,4
720286,53977,8,62.7091666666667,46.2,984,12.9
720286,53977,9,54.0558333333333,47.8,979.1,11.1
720286,53977,10,36.5229166666667,20.9,995,16.1
720286,53977,11,51.3729166666667,20.9,993.7,7.3
720286,53977,12,45.8829166666667,30.3,996.1,2
720286,53977,13,60.8929166666667,38.2,987.2,11.1
720286,53977,14,69.4666666666667,51.4,978.6,14.7
720286,53977,15,52.7155337006812,18.9,995.9,12
720286,53977,16,30.8283333333333,20.7,997.4,5.8
720286,53977,17,39.8254166666667,34.4,991.8,4.8
720286,53977,18,55.1704166666667,47.6,986.9,4.3
720286,53977,19,62.87625,51.5,989,5.2
720286,53977,20,57.94,43,987.2,2.8
720286,53977,21,35.1366666666667,15.7,999.4,11.2
720286,53977,22,30.8970833333333,4.6,1004.6,5.9
720286,53977,23,40.7966666666667,25.3,992.7,8.6
720286,53977,24,48.0941666666667,38.6,990.6,6
720286,53977,25,51.4595833333333,35.1,994.1,3.2
720286,53977,26,69.5716666666667,59.8,981.9,12.9
720286,53977,27,64.5916666666667,46.6,982.5,16.4
720286,53977,28,40.8758333333333,20.1,995.8,2.7
720286,53977,29,47.5683333333333,25.1,998,0.9
720286,53977,30,49.1470833333333,27.5,992.5,3.4
720286,53977,31,52.9945833333333,26.7,995.4,7.5
720287,53967,1,40.3725,23.1,988.7,9.6
720287,53967,2,47.4075,20.2,992.6,10.5
720287,53967,3,56.88125,40.8,983.7,17.1
720287,53967,4,36.3366666666667,16.2,1000.2,13.6
720287,53967,5,36.19375,15.8,1004.3,6.1
720287,53967,6,46.2754166666667,17.8,994.5,6.1
720287,53967,7,48.005,22.1,995.6,6.7
720287,53967,8,57.9175,41.1,984.9,15.7
720287,53967,9,50.2875,48.1,980.3,13.6
720287,53967,10,32.2158333333333,21.5,994.8,14.7
720287,53967,11,41.0483333333333,19.6,993.9,6.7
720287,53967,12,41.4683333333333,27.6,996.6,3.2
720287,53967,13,54.8241666666667,34.8,987.9,17.5
720287,53967,14,63.1866666666667,51.4,979.1,17.9
720287,53967,15,56.1281753214294,15.8,997.3,16.5
720287,53967,16,25.77,20.6,999.8,6
720287,53967,17,33.7791666666667,31.4,993.2,3.6
720287,53967,18,51.6758333333333,41.6,980.389514514515,5.8
720287,53967,19,57.9575,49.6,990.1,8.5
720287,53967,20,51.5108333333333,37.7,987.4,8.6
720287,53967,21,27.82625,11.6,1001.3,12.8
720287,53967,22,24.8179166666667,0.8,1005.8,6.9
720287,53967,23,33.9608333333333,22.9,996.5,10.7
720287,53967,24,45.0408333333333,38.8,991.7,9.4
720287,53967,25,48.7329166666667,32.6,994.6,7.3
720287,53967,26,67.9070833333333,58,984.1,17
720287,53967,27,60.9733333333333,50.5,982.2,18.9
720287,53967,28,41.8008333333333,23,996.2,6.3
720287,53967,29,51.1408333333333,20.4,998.6,4.6
720287,53967,30,59.5804166666667,22.9,992.4,11.3
720287,53967,31,47.3241666666667,24.3,997.9,9.6
720291,53970,1,47.5454166666667,24.9,1000.3,12
720291,53970,2,47.1829166666667,25.2,1005.1,8.9
720291,53970,3,63.805,47.5,995.6,14.4
720291,53970,4,41.4379166666667,22.8,1010.2,12.9
720291,53970,5,40.49875,20.2,1015.1,5.2
720291,53970,6,46.285,22.1,1006.3,2.3
720291,53970,7,47.5404166666667,29.9,1007.4,4.1
720291,53970,8,56.0358333333333,44.1,997.5,12.3
720291,53970,9,51.975,52.5,990,12.5
720291,53970,10,32.5308333333333,25.8,1005.6,15
720291,53970,11,40.89,24,1004.8,7.6
720291,53970,12,48.4191666666667,29,1008,2.5
720291,53970,13,52.1908333333333,37,1000.6,10.7
720291,53970,14,67.5016666666667,55.1,991.5,16.1
720291,53970,15,51.4741666666667,25.4,1006.9,14.3
720291,53970,16,27.5604166666667,26.7,1009.5,6.3
720291,53970,17,38.1433333333333,37.4,1005.3,0.9
720291,53970,18,53.5095833333333,49.8,1004.4,2
720291,53970,19,64.40625,55.3,1000.9,7.6
720291,53970,20,58.2679166666667,44.9,998.4,5.9
720291,53970,21,36.7145833333333,19.6,1011.1,14.3
720291,53970,22,26.6229166666667,5.6,1017.4,5.9
720291,53970,23,38.9179166666667,25.1,1002.7,8.3
720291,53970,24,51.3133333333333,45.4,1000,10.5
720291,53970,25,52.7995833333333,37.9,1005.5,6.1
720291,53970,26,70.2441666666667,62,996.9,13.9
720291,53970,27,62.9520833333333,53.9,993.7,16.3
720291,53970,28,42.5875,25.3,1007.9,3.8
720291,53970,29,50.00625,27.2,1010.3,2
720291,53970,30,49.3941666666667,29.4,1004.8,7
720291,53970,31,49.05375,30.9,1007.5,9.3
720295,53972,1,40.83,24.6,992.3,10.5
720295,53972,2,47.475,25.2,996.1,9.2
720295,53972,3,61.7629166666667,46.3,987.3,16.5
720295,53972,4,41.1145833333333,22.3,1001,14
720295,53972,5,37.3695833333333,18.7,1005.4,5.9
720295,53972,6,46.7270833333333,22.1,997.2,3.5
720295,53972,7,50.5808333333333,27.4,998.3,5.1
720295,53972,8,61.0533333333333,45.4,988.6,14.7
720295,53972,9,52.3520833333333,52.7,982.6,13.7
720295,53972,10,36.9183333333333,24.5,996.7,17.9
720295,53972,11,41.3479166666667,22.1,995.9,6
720295,53972,12,47.1429166666667,29.3,999.2,2.9
720295,53972,13,55.3895833333333,37.8,991.7,14.3
720295,53972,14,66.6395833333333,54.3,982.9,19.8
720295,53972,15,45.1829166666667,26.2,997.2,16.1
720295,53972,16,29.3608333333333,24.2,1003.9,8.5
720295,53972,17,39.1216666666667,34.9,980.389514514515,2.3
720295,53972,18,53.8325,49.4,980.389514514515,4.3
720295,53972,19,62.3991666666667,56.2,993.1,5.8
720295,53972,20,62.23,51.3,990.4,6.3
720295,53972,21,40.9945833333333,20.2,1000.9,15.9
720295,53972,22,29.6104166666667,8.5,1007.6,6.1
720295,53972,23,39.5879166666667,26.3,997.2,10.3
720295,53972,24,50.6170833333333,42.7,994,10.7
720295,53972,25,50.0554166666667,37.9,996,9.4
720295,53972,26,70.7466666666667,62.1,987.1,15.8
720295,53972,27,61.38,52.1,985.8,18
720295,53972,28,39.7495833333333,22.4,998.9,3.7
720295,53972,29,46.94875,27.1,1001.3,2
720295,53972,30,57.3183333333333,28.6,996.2,6.8
720295,53972,31,53.82875,29.2,997.5,10.8
720296,53945,1,44.1933333333333,33.6,1008.4,5.1
720296,53945,2,48.3175,33.9,1017.2,3.9
720296,53945,3,63.1916666666667,55.5,1010.1,6.9
720296,53945,4,57.4304166666667,46.7,1015.3,8.6
720296,53945,5,43.49125,27.9,1021.9,5.9
720296,53945,6,45.4695833333333,33.3,1015.9,1.8
720296,53945,7,47.1870833333333,36.8,1017.5,1.3
720296,53945,8,54.7725,47.6,1011.3,3.6
720296,53945,9,65.7895833333333,65.6,1000.9,10
720296,53945,10,48.5579166666667,39.9,1009.3,9.9
720296,53945,11,44.4091666666667,34.6,1010.2,7.6
720296,53945,12,48.0675,33.1,1017.3,0.6
720296,53945,13,47.4975,43.7,1014.5,4.2
720296,53945,14,67.3058333333333,61,1006.1,7
720296,53945,15,59.1895833333333,60.9,1007.7,5.4
720296,53945,16,42.9970833333333,41.8,980.389514514515,5.7
720296,53945,17,48.9945833333333,48.5,1014.2,0.9
720296,53945,18,65.2670833333333,61.3,1013.4,2.4
720296,53945,19,73.71375,68.8,1012.2,5.6
720296,53945,20,71.36125,67,1008.8,5.4
720296,53945,21,56.8820833333333,39.7,1014.6,8.3
720296,53945,22,39.3233333333333,15.7,1024.7,6.8
720296,53945,23,54.6283333333333,38.1,1013.9,6.1
720296,53945,24,68.1220833333333,66.5,1009.2,6.6
720296,53945,25,62.6191666666667,58.9,1015,3.4
720296,53945,26,71.5625,68.5,1010.3,7
720296,53945,27,65.6395833333333,68.5,1007.5,8.6
720296,53945,28,50.7358333333333,40.5,1015.4,4.3
720296,53945,29,51.7916666666667,39.1,1019.5,2.2
720296,53945,30,50.57625,40.2,1015.4,1.1
720296,53945,31,51.2070833333333,40.5,1015.4,4
720298,53971,1,43.81875,26.1,991,8.1
720298,53971,2,45.56125,26.4,998.3,5.7
720298,53971,3,65.215,54.1,990,10.1
720298,53971,4,53.0716666666667,29.5,1000.2,8.8
720298,53971,5,38.1570833333333,22.1,1005.3,5.1
720298,53971,6,46.5120833333333,23.6,997.9,2.5
720298,53971,7,52.4833333333333,27.9,999.6,3
720298,53971,8,57.5104166666667,44.8,991.9,9.2
720298,53971,9,58.2470833333333,58.6,982.7,9.7
720298,53971,10,38.1020833333333,30.1,993.8,8.3
720298,53971,11,38.1983333333333,25,993.8,7.1
720298,53971,12,50.5054166666667,24.7,999.6,3
720298,53971,13,53.73875,37.9,994.7,8.2
720298,53971,14,64.35,58.6,986.6,11.6
720298,53971,15,54.60125,44.5,995.8,8.4
720298,53971,16,33.185,31.9,980.389514514515,4.7
720298,53971,17,41.815,39.7,980.389514514515,1.7
720298,53971,18,56.7895833333333,56,980.389514514515,3.3
